t,u,v,r,num_contours,threshold
21671.89621925354,319,239,312.11,16,235
21704.75697517395,319,239,312.13,22,236
21737.690210342407,319,239,312.12,19,236
21771.154165267944,319,239,312.13,23,236
21802.852153778076,319,239,312.14,24,237
21835.727214813232,319,239,312.13,17,237
21869.63415145874,319,239,312.13,17,238
21902.523279190063,319,239,312.13,21,238
21935.678958892822,319,239,312.13,29,238
21968.23239326477,319,239,312.11,19,239
22002.204179763794,319,239,312.11,23,239
22034.83819961548,319,239,312.13,33,240
22067.584991455078,319,239,312.13,27,240
22100.828170776367,319,239,312.13,28,240
22134.36007499695,319,239,312.13,32,241
22167.42706298828,319,239,312.14,30,241
22201.733112335205,319,239,312.13,36,242
22234.206199645996,319,239,312.14,27,242
22299.49712753296,319,239,312.13,28,242
22332.16619491577,319,239,312.13,29,243
22363.34729194641,319,239,312.14,37,244
22397.496223449707,319,239,312.13,28,244
22430.931329727173,319,239,312.13,32,244
22463.500022888184,319,239,312.13,36,245
22496.7622756958,319,239,312.14,38,245
22529.958248138428,319,239,312.14,39,246
22562.771320343018,319,239,312.13,45,246
22596.325159072876,319,239,312.14,47,246
22628.618001937866,319,239,312.14,43,247
22660.47215461731,319,239,312.14,45,247
22694.99921798706,319,239,312.14,53,248
22727.35619544983,319,239,312.13,44,248
22761.16919517517,319,239,312.13,47,248
22794.214248657227,319,239,312.14,50,249
22828.094959259033,319,239,312.14,52,249
22858.757257461548,319,239,312.13,51,249
22892.467975616455,319,239,312.14,60,249
22924.32427406311,319,239,312.13,47,249
22957.77726173401,319,239,312.13,45,250
22991.0831451416,319,239,312.14,53,250
23025.31099319458,319,239,312.14,44,251
23057.860136032104,319,239,312.14,51,251
23092.062950134277,319,239,312.14,50,251
